Tweets	partition	Topics
standing kitchen alameda whole room shook five second decent little	train	0
cyclone debbie really fucked house	test	3
ever hear noise sound like earthquake coming damn truck driving something	dev	0
brisbane dashboard added	train	3
brennanknighton oh wow road starting flood	test	1
earthquake good home	train	0
cyclone debbie whitsunday facebook staff risk safety ground zero	train	3
would flood yal w stanka way many pic amp vids miss though	train	1
staydown damn still alot glad flood	train	1
panama paper myth busted release called panama paper generated flood medium cove	train	1
flash flooding concern across ne afternoon flash flood watch effect par	dev	1
official fear massive alberta wildfire could double size	train	2
uh think small earthquake	train	0
rain hype time turn around flood newly finished basement like got dirty like	train	1
stranger help bride get new dress lost massive wildfire	train	2
ndrf team stationed flood prone area state ministry home affair	train	1
dangerous wildfire condition persist western canada significant rainfall	train	2
know hear earthquake feel	train	0
got city jumpin boom earthquake	train	0
wtf small earthquake happened quick second	train	0
stay safe everyone time head home take board game boring accountant	train	3
wildfire combine evacuation ordered	train	2
saqibraja iamshafaatali janab flood aur ponding rain faulty drainage system ka faraq samjhain l	train	1
spent morning pushing water patio crib flood nikodoom help	train	1
thank twitter letting know losing mind fact earthquake	train	0
think seen wildfire horrid canada right look like armageddon hoping everyone alberta safe	train	2
maybe summon rain help fight	train	2
cyclone debbie queensland police fear fatality extent damage unclear	train	3
wildfire sweeping california need know pb newshour	train	2
kevineike went exploring flash flood made water rise super fast way blocked kid even swim	dev	1
anyone else feel sf	train	0
pissed tornado come hit house finished fixing issue flood caused	test	1
thegoliathdog agree supposes rain lie stupid flash flood warning	test	1
nasanpp provided look tropical cyclone debbie made landfall queensland bringing heavy	train	3
mario badescu facial spray aloe herb rosewater oz	dev	0
get amp help fort mcmurray wildfire relief initiative via genesisoflegend	train	2
experienced first earthquake like supposed happens	train	0
wow nice earthquake love	train	0
bruhhhhh know felt earthquake	train	0
staying hiroshima city watch emergency announcement city flood landslide dangerous	train	1
sure scarier shark floodwater fact sharknado proven true story	train	3
onlynakedtruth yes ok heavy rain chance river flooding also next week heavy rain f	dev	1
day bf hit high water car started flood first thing grabbed wi	train	1
plan open flood gate tell u exactly want answer	train	1
yale environment alberta wildfire could unlock vast reserve co permafrost	test	2
catastrophic canadian wildfire sign destruction come	train	2
saturday might twice big mcmurray wildfire could double size	train	2
california wine country could take year recover deadly wildfire	dev	2
colorado pretty much state union give flash flood warning wildfire warni	train	1
ayyy time earthquake tweet	dev	0
meeee soon street start flooding big stressed	train	1
mh turf get flood winner today	train	1
earthquake shook place make miss tornado warning every day half year	train	0
reached brisbane already hope everything fine	train	3
flooding cyclone debbie wreaks havoc queensland coal industry sydney morning herald	train	3
ananavarro realdonaldtrump wildfire destroyed home taken life california	test	2
tired sock snout nostril pink carnation clean soak flood whiff	train	1
northern california wildfire spinning control	train	2
farrahrized sorry cyclone debbie still hope enjoy stay	train	3
sonorous hit bad weather cyclone debbie caused flash flooding throughout river risen least double	dev	3
lmao bubiashie flood prone area	train	1
everybody natural disaster california waiting earthquake like	dev	0
boyfriend birthday saturday amp wait flood pic herrrrrrrrrrrrr	train	1
epic alberta wildfire threatens engulf canadian oil city asian oil price climb read	train	2
blame rain today cyclone debbie	train	3
massive postal disruption australia thanks cyclone debbie update australia post	test	3
wildfire leaf post apocalyptic aftermath alberta ten thousand displaced leaving	train	2
asking friend would rude flood hashtag full right wing dog owner picture happy gay	train	1
canada raining fire fort mcmurray citizen trying flee wildfire	train	2
stay safe everyone amp talk staff perhaps working home getting home safely	train	3
issabelopez v europe never know ngo might flood country roach election may	train	1
pablo sandoval running base earthquake	train	0
tomorrow one last math class exam worth grade thanks cyclone debbie flooded stuck home	train	3
sending love amp fire victim heart breaking	train	2
cyclone debbie two woman killed flood hit eastern australia	train	3
cyclone debbie video show damaging system lashing north queensland town via r worldnews	train	3
also great fun thing twitter dot com brag lived bigger fk uuuuu	test	0
wildfire season everglades name benefit fire ecosystem	train	2
magnitude earthquake km nne green acre ca	test	0
asked dad felt earthquake amp thought trippin saw seven tweet bout	train	0
shopping mall fukuoka scene playing many part japan least river flood lev	train	1
rain flash flooding plagued western pennsylvania fourth july year	dev	1
softmush earthquake felt something door shaking	train	0
affected cyclone debbie asthma clean also pose issue consider	train	3
nrl bronco v dog game still going ahead copping heap rain cyclone debbie brisbane atm	train	3
rare may earthquake	train	0
town underwater people missing flood following cyclone debbie town water	train	3
bad tell earthquake large vehicle going apt definitely earthquake though	train	0
stark photo show hamilton island battered	train	3
latest nhvr safety bulletin available	train	3
canada wildfire blaze could soon double size	train	2
know devil devil lonely flood every wicked thought pouring mou	train	1
earthquake seized lay dead prostrate home	test	0
sure pond house going flood	test	1
fort canadian wildfire grown within kilometer tar sand production area	dev	2
get evacuated fucking cyclone debbie	train	3
school bed apartment flooding yo thanks	train	3
rip debbie cockatoo	train	3
support aftermath cyclone debbie	train	3
considered moving houston glad city flood often	train	1
feeling effect earthquake	train	0
please implement type bridge natural one recently girl washed flood	train	1
school closed tomorrow ex tropical cyclone debbie descends south east queensland	train	3
trippen mini earthquake	train	0
rom flooded water destroyed home building new one dad bought thousand dollar	train	1
earthquake ohhh shit	train	0
six people sippy creek road evacuated swift water rescue team danimcpherson	train	3
magnitude earthquake shake san francisco bay area centered near oakland sfgate	test	0
school cancelled road flooded power went ex tropical cyclone debbie changed plan	train	3
flash flood warning western pa never happens	train	1
oh noooo aussie battler loses fight	train	3
fort mcmurray wildfire first clear satellite image show deserted street burned home	test	2
phd student geogrisk bolivia presenting finding glacier change amp glacial outburst flood risk time	dev	1
magnitude earthquake shake central oklahoma end time headline	test	0
