Tweets	partition	Topics
deadly cyclone strike pacific island nation umbc suspends lax player detail	train	9
earthquake program ndma military official continue refuse accepting outside help	train	0
official u patient first symptom preceded travel	train	5
helpline number friend stuck tremor plz post	train	10
raider assist napa earthquake recovery effort american red cross napa valley unified school distric	train	1
monsoon kill hundred india nepal dozen people killed flooding	train	4
believing even fun fortune teller horoscope sign prayer accepted day	train	8
flooding nepal india kill least	train	4
idaho native nepal reassure relative wake earthquake	train	10
pakistan govt silent flood water released india destroyed vast agricultural area	train	6
wed look climate viticulture pest challenge plus napa earthquake join discussion pm et	train	1
reservation krt politician imran khan injured	train	0
path hurricane odile destruction seen instagram	train	3
vanuaturc people feeling shock raw emotion seeking comfort family friend neighbor starting salvage	train	9
light world thanks life read take care	train	4
time go home elna family quezon city	train	7
deadly monsoon hit india nepal	train	4
score killed flooding nepal india home da	train	4
patient kept isolation nyc mount sinai hospital tested negative virus disease cdc determi	train	8
one way help appeal fund help survivor donate	test	10
napa earthquake big blow california wine industry oregonian	train	1
aap mlas decided collectively donate r crore towards kashmir flood relief fund	dev	6
picture nepal earthquake aftermath image nepal struggle c	train	10
refugee flood kurdistan border isi advance single faint bleat indian sickulars	dev	4
shocked size one say andrew	train	9
family lost house livestock crop get r eid http	test	6
iranian medium say police shot killed shortly entering police port town	train	0
report coming nepal another big quake felt delhi went close minute	train	10
power prayer great amp good god need ask thank jesus love grace amp goodness	train	7
nyt editorial flood india accept assistance offered united nation	train	6
weatherman talking mezo cyclone headed way another tour date mean blowing	train	9
health minister affirms bahrain free coronavirus disease	train	5
britain donates million cyclone struck vanuatu	train	9
well documented risk relief worker affected population aftermath natural disaster like	dev	10
suspect indian airforce wd able rescue kashmir flood victim even quickly quite many tv	train	6
touchmenot deadly monsoon hit india nepal dozen people killed flooding northern	train	4
wen bh war end wen chibok abducted girl come home wen ebola disease end selection dis	train	8
compare infectious disease	train	8
fashola inspects isolation ward prepared patient showing symptom ebola urge prompt report	train	8
say survivor need urgent help launch mln appeal ht	train	9
hi bryan ok thanks earthquake north part chile near thanks	train	2
ik way visit flood affected area jhang chiniot	train	6
anybody got news worried brother wife little boy find	train	9
bishop announces million aid package cyclone hit vanuatu	test	9
deployed emergency health kit cover health need thousand affected people	test	10
casualty reported amp lc goel pic ani htt	train	10
effort help affected recent cabo san lucas please check site amp	train	3
cyclone pam wind reported kph mph flooding landslide predicted	train	9
allpassengers arriving airport screened symptom st	train	8
weakening odile push mexico baja california tourist temporary shelter	test	3
km se loma linda california detph km utc	dev	0
km ene pine valley california	train	0
need different coloured flag yard pick return exceeds penalty	train	4
prominent legislator fail submit statement asset within deadline islamabad l	train	0
earthquake antofagasta chile apr epicenter ago depth km	train	2
mers search disease detective beat bush virus	test	5
unicef procured delivered ton material essential drug treatment center	train	8
pandemic killing zimbabwean week	dev	0
update injured critical least without power	train	1
warning flash flood mudslide tropical storm odile batter mexico weakening tropical storm odile p	train	3
damage downtown building seen earthquake magnitude aug	train	1
pagasa confirms made landfall dolores p via	dev	7
km se punta cana dominican republic	dev	0
always got cyclone pride	train	9
uttarakhand government donates r crore flood hit jammu amp kashmir ndtv	train	6
crazy busy day night amp crew field thought r w victim serious blow	test	1
thought affected earthquake wish safety midst aftershock	train	0
usa earthquake three critically injured almost treated napa hospital following ginalimp califor	train	1
mers patient listed good condition state health official say sign mers transmission	train	5
emma moment silent thought nepal today	train	10
cyclone pam vanuatu child face starvation cyclone pam left entire population one	train	9
deadly monsoon hit india nepal dozen people killed flooding	train	4
informationnigeria killed including sleep landslide hit india heavy downpour india tr	train	4
let u give nepal relief fund go directly effort	train	10
rescue drill meter away trapped source say	train	2
pm modi announces r cr relief offer assistance pakistan occupied kashmir	dev	6
liar mt ap vanuatu cyclone tragedy driving home risk climate change world poor	train	9
stay safe everyone god bless u	dev	7
napa business working aftermath	train	1
deepest condolence whose near one passed nepal disaster	test	10
day till world cup rooting different team	test	2
saw jype boy good performance japan countdown n thanks god also pray chile good recover earthq	test	2
trying get relief work done victim situation good likely food item air dropped	train	0
thousand american mexican danger baja without emergency service water please help	train	3
bay area resident spring earthquake preparedness mode following quake napa earthquake many	train	1
dilg sec situation eastern samar post stable	train	7
people say dream better reality	train	7
california usa vallejo breaking news earthquake earthquake california napa shaken bay area st	train	1
